product_name,product_description,count_of_ratings,product_price,regular_price,product_url,Cena jednostkowa,Działanie,Składniki,Ocena
Holika Holika Sun Cream,"tonujący krem przeciwsłoneczny z SPF50 PA+++ do twarzy, 60 ml",(2),109.99,109.99,/holika-holika-tonujacy-krem-przeciwsloneczny-z-spf50-pa-do-twarzy-60-ml-000000000000424292.html,"183,31 zł
/100ml",Ochronne,"Water, Cyclopentasiloxane, Zinc Oxide, Titanium Dioxide, Dipropylene Glycol, Peg-10 Dimethicone, Dicaprylyl Carbonate, Glycerin, Disteardimonium Hectorite, Magnesium Sulfate, Methicone, Methyl Methacrylate Crosspolymer, Mica, Phenoxyethanol, Talc, Fragrance, Aluminum Hydroxide, Caprylyl Glycol, Stearic Ac., Dimethicone, Glyceryl Caprylate, Tocopheryl Acetate, Polyglyceryl-6 Polyricinoleate, Propanediol, Iron Oxides(Ci 77491), Iron Oxides(Ci 77492), Butylene Glycol, Sodium Hyaluronate, Portulaca Oleracea Extract, Centella Asiatica Extract, Aminopropyl Dimethicone, Polymethylsilsesquioxane, Triethoxycaprylylsilane, Ethylhexylglycerin, Citrus Paradisi (Grapefruit) Fruit Extract, 1,2-Hexanediol, Fragaria Vesca (Strawberry) Fruit Extract, Prunus Avium (Sweet Cherry) Fruit Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Lonicera Japonica (Honeysuckle) Flower Extract, Prunus Armeniaca (Apricot) Fruit Extract, Coix Lacryma-Jobi Ma-Yuen Seed Extract, Plantago Asiatica Extract, Scutellaria Baicalensis Root Extract, Carica Papaya (Papaya) Fruit Extract, Citrus Unshiu Peel Extract, Prunus Mume Fruit Extract, Prunus Persica (Peach) Fruit Extract, Aloe Barbadensis Leaf Extract, Solanum Lycopersicum (Tomato) Fruit Extract, Saccharomyces Ferment, Citrullus Lanatus (Watermelon) Fruit Extract, Sodium Benzoate, Citrulline, Potassium Sorbate.",3.0
L'Oréal Paris Men Expert Hydra 24H,"intensywnie nawilżający krem do twarzy męski, 50 ml",(2),27.99,34.99,/loreal-paris-men-expert-intensywnie-nawilzajacy-krem-do-twarzy-50ml-000000000000275083.html,"55,98 zł
/100ml",Nawilżające,"AQUA / WATER, BUTYROSPERMUM PARKII BUTTER / SHEA BUTTER, GLYCERIN, DICAPRYLYL ETHER, ALUMINUM STARCH OCTENYLSUCCINATE, PEG-40 STEARATE, CETYL ALCOHOL, GLYCERYL STEARATE, PANAX GINSENG EXTRACT / PANAX GINSENG ROOT EXTRACT, SORBITAN TRISTEARATE, CAMELLIA SINENSIS EXTRACT / CAMELLIA SINENSIS LEAF EXTRACT, SODIUM HYDROXIDE, AMMONIUM POLYACRYLDIMETHYLTAURAMIDE / AMMONIUM POLYACRYLOYLDIMETHYL TAURATE, PROPYLENE GLYCOL, CAPRYLYL GLYCOL, MENTHOL, ACRYLATES / C10-30 ALKYL ACRYLATE CROSSPOLYMER, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, METHYLPARABEN, PHENOXYETHANOL, LINALOOL, LIMONENE, PARFUM / FRAGRANCE",5.0
Bandi Anti Aging,"kremowa kuracja przeciw zmarszczkom, 50 ml",(11),91.99,91.99,/bandi-kremowa-kuracja-przeciw-zmarszczkom-50ml-000000000000281634.html,"183,98 zł
/100ml","Odżywcze,
Przeciwzmarszczkowe,
Regenerujące,
Wygładzające","Aqua/Water, Caprylic/Capric Triglyceride, Butyrospermum Parkii (Shea) Butter, Glycerin, Petrolatum, Ethylhexyl Stearate, Paraffinum Liquidum, C10-30 Cholesterol/Lanosterol Esters, Arachidyl Alcohol, Glyceryl Stearate, Cetearyl Alcohol, Dimethyl Isosorbide, Ascorbyl Tetraisopalmitate, Tocopheryl Acetate, Retinol, PEG-100 Stearate, Behenyl Alcohol, Pentaerythrityl Distearate, Arachidyl Glucoside, Allantoin, Polyacrylate Crosspolymer-6, Polysorbate 20, Disodium EDTA, PEG-8, Tocopherol, Ascorbyl Palmitate, Ascorbic Acid, Citric Acid, t-Butyl Alcohol, Parfum/Fragrance, Methylparaben, Propylparaben",4.7
Miya Cosmetics MyWonderBalm,"krem do twarzy intensywnie nawilżający z olejkiem kokosowym, 75 ml",(132),32.99,32.99,/miya-cosmetics-krem-do-twarzy-intensywnie-nawilzajacy-z-olejkiem-kokosowym-75ml-000000000000294704.html,"43,99 zł
/100ml",Nawilżające,"Aqua (Water)*,Sesamum Indicum (Sesame) Seed Oil*,Cocos Nucifera (Coconut) Oil*,Glycerin*,Caprylic/Capric Triglyceride*,Cetearyl Olivate*,Sorbitan Olivate*,Glyceryl Stearate SE*,Cetearyl Alcohol*,Phenoxyethanol,Panthenol,Tocopheryl Acetate,Sodium Polyacrylate,Xanthan Gum*,Ethylhexylglycerin,Sodium Phytate*,Alcohol*,Parfum (Fragrance),Benzyl Alcohol,Benzyl Benzoate,Coumarin,Alpha-Isomethyl Ionone,Benzyl Salicylate,Hexyl Cinnamalaldehyde,*składnik pochodzenia naturalnego",3.4
Bielenda Ujędrniające Peptydy,"ujędrniająco-nawilżający krem przeciwzmarszczkowy do twarzy 40+, 50 ml",(3),20.99,29.99,/bielenda-ujedrniajaco-nawilzajacy-krem-przeciwzmarszczkowy-do-twarzy-40-50-ml-000000000000436298.html,"41,98 zł
/100ml",Przeciwzmarszczkowe,"Aqua (Water),Persea Gratissima (Avocado) Oil,Prunus Amygdalus Dulcis (Sweet Almond) Oil,Butyrospermum Parkii Butter,Coco-Caprylate/Caprate,Cetearyl Alcohol,Glyceryl Stearate,Glycerin,Vitis Vinifera (Grape) Seed Oil,Sorbitol,Rubus Idaeus (Raspberry) Seed Oil,Trehalose,Sodium Hyaluronate Crosspolymer,Acetyl Tetrapeptide-15,Palmitoyl Tripeptide-5,Palmitoyl Dipeptide-5 Diaminobutyroyl Hydroxythreonine,Acetyl Hexapeptide-8,Squalene,Allantoin,Hydrolyzed Soy Protein,Hydrolyzed Adansonia Digitata Seed Extract,L-Proline,Rice Amino Acids,Tocopherol,Beta-Sitosterol,Ascorbyl Palmitate,Glycine Soja (Soybean) Oil,Potassium Cetyl Phosphate,Sodium Isostearate,Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate,Ethylhexyl Stearate,Ammonium Acryloyldimethyltaurate/VP Copolymer,Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate,Sodium Stearoyl Glutamate,Xanthan Gum,Dimethicone,Coco-Glucoside,Sorbic Acid,Magnesium Chloride,Disodium EDTA,Caprylyl Glycol,Sodium Benzoate,Benzyl Alcohol,Phenoxyethanol,Ethylhexylglycerin,Parfum,Limonene,Linalool",4.3
Pharmaceris S,"mineralny spray ochronny do twarzy i ciała z SPF50+, 100 ml",(10),59.99,59.99,/pharmaceris-mineralny-spray-ochronny-do-twarzy-i-ciala-z-spf50-100-ml-000000000000411479.html,"59,99 zł
/100ml",Ochrona UV,"Caprylic/Capric Triglyceride, Dibutyl Adipate, Zinc Oxide, Decyl Oleate, Titanium Dioxide, Silica Dimethyl Silylate, Phenoxyethyl Caprylate, Polyhydroxystearic Acid, Dicaprylyl Carbonate, Alumina, Stearic Acid, Tocopheryl Acetate, Tocopherol",4.3
Bielenda Cera naczynkowa,"krem do twarzy redukujący zaczerwienienia, 50 ml",(7),18.19,24.99,/bielenda-krem-do-twarzy-redukujacy-zaczerwienienia-50-ml-000000000000362479.html,"36,38 zł
/100ml",Wzmacniające naczynka,"Aqua (Water),Theobroma Cacao (Cocoa) Seed Butter,Triethylhexanoin,Persea Gratissima (Avocado) Oil,Glycerin,Propylene Glycol,Lactobionic Acid,Cocos Nucifera (Coconut) Oil,Panthenol,Cetearyl Alcohol,Glyceryl Stearate,Potassium Cetyl Phosphate,Aesculus Hippocastanum (Horse Chestnut) Seed Extract,Troxerutin,Allantoin,Tocopherol,Squalene,Ascorbyl Palmitate,Sodium Stearoyl Glutamate,Beta-Sitosterol,Vegetable Oil,Ammonium Acryloyldimethyltaurate/VP Copolymer,Glycine Soja (Soybean) Oil,Polyacrylate Crosspolymer-6,Disodium EDTA,Phenoxyethanol,Methylparaben,Ethylparaben,Parfum (Fragrance)",4.8
Ziaja Sopot Sun,"krem przeciw zmarszczkom SPF30 do twarzy, 60 ml",(19),16.99,16.99,/ziaja-krem-przeciwzmarszczkowy-spf30-60ml-000000000000257053.html,"28,32 zł
/100ml","Nawilżające,
Ochrona UV,
Przeciwzmarszczkowe","Aqua (Water),Isopropyl Palmitate,Ethylhexyl Salicylate,C12-15 Alkyl Benzoate,Glyceryl Stearate Citrate,Ethylhexyl Triazone,Butyl Methoxydibenzoylmethane,Glycerin,Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Butyrospermum Parkii (Shea Butter),Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (nano),Stearyl Alcohol,Dimethicone,Hydrogenated Dimer Dilinoleyl/ Dimethylcarbonate Copolymer,Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Isohexadecane,Polysorbate 80,Hydrogenated Coco-Glycerides,Panthenol,Pelvetia Canaliculata Extract,Tocopheryl Acetate,Xanthan Gum,Diethylhexyl Syringylidenemalonate,Caprylic/Capric Triglyceride,Disodium EDTA,Phenoxyethanol,Methylparaben,Ethylparaben,Propylene Glycol,Diazolidinyl Urea,Parfum (Fragrance),Limonene,Hexyl Cinnamal,Citronellol,Linalool,Alpha-Isomethyl Ionone,Benzyl Benzoate,Geraniol,Citral,Benzyl Alcohol",4.3
Dermedic Sunbrella,"wodoodporne mleczko ochronne dla dzieci SPF50, 100 g",(4),69.99,69.99,/dermedic-mleczko-ochronne-do-ciala-100g-000000000000245170.html,"0,70 zł
/1g",Nawilżające,"Aqua, Zinc Oxide (nano), Caprylic/Capric Triglyceride, Glyceryl Isostearate, Polyhydroxystearic Acid, Titanium Dioxide (nano), Alumina, Stearic Acid, Cyclomethicone, Glycerin, Sorbitan Oleate, Polyglyceryl-3 Polyricinoleate, Betaine, Isopropyl Palmitate, Olea Europaea Fruit Oil, C 12-15 Alkyl Benzoate, Lanolin, Butyrospermum Parkii Butter, Sodium Chloride, Methyl Cyclodextrin, 7-Dehydrocholesterol, Linum Usitatissimum Seed Oil, Tocopheryl Acetate, Panthenol, Cera Microcristallina, Hydrogenated Castor Oil, Allantoin, Parfum, Dehydroacetic Acid, Benzyl Alcohol",3.6
Lirene Caramel,"samoopalający żel do twarzy, 75 ml",(16),19.49,19.49,/lirene-samoopalajacy-zel-do-twarzy-75-ml-000000000000381723.html,"25,99 zł
/100ml",,"Aqua (Water),Propanediol,Dihydroxyacetone,Polysorbate 20,Polyquaternium-37,Cocos Nucifera Water,Sodium Hyaluronate,Nelumbo Nucifera Flower Extract,PEG-40 Hydrogenated Castor Oil,Betaine,Hydroxyethylcellulose,Ethylhexylglycerin,Glycerin,Nymphaea Caerulea Flower Extract,Citric Acid,Phenoxyethanol,Potassium Sorbate,Sodium Benzoate,Parfum (Fragrance),Coumarin",4.3
L'Oréal Paris Hyaluron Specialist,"krem maska do twarzy na noc, 50 ml",(19),25.29,38.99,/loreal-paris-krem-maska-do-twarzy-na-noc-50-ml-000000000000368104.html,"50,58 zł
/100ml","Nawilżające,
Przeciwstarzeniowe,
Ujędrniające",909035 7 - INGREDIENTS: AQUA / WATER • GLYCERIN • ISOHEXADECANE • DIMETHICONE • ISOPROPYL ISOSTEARATE • ALUMINUM STARCH OCTENYLSUCCINATE • PROPYLENE GLYCOL • NYLON-12 • OCTYLDODECANOL • CETYL ALCOHOL • BEHENYL ALCOHOL • ADENOSINE • CAPRYLOYL SALICYLIC ACID • DISODIUM EDTA • SODIUM HYALURONATE • TRIETHANOLAMINE • CAPRYLYL GLYCOL • CETEARYL ALCOHOL • CETEARYL GLUCOSIDE • DISODIUM STEAROYL GLUTAMATE • MYRISTIC ACID • PALMITIC ACID • PEG-100 STEARATE • POLYETHYLENE • SODIUM POLYACRYLATE • STEARIC ACID • XANTHAN GUM • ALPHA-ISOMETHYL IONONE • BENZYL ALCOHOL • CITRAL • CITRONELLOL • GERANIOL • LIMONENE • LINALOOL • PHENOXYETHANOL • PARFUM / FRAGRANCE (F.I.L. B231305/1).,4.6
Pharmaceris T Sebo-Moistatic,"krem nawilżająco-kojący SPF30 do twarzy w trakcie i po kuracjach przeciwtrądzikowych,50 ml",(24),61.99,61.99,/pharmaceris-krem-nawilzajaco-kojacy-spf30-do-twarzy-w-trakcie-i-po-kuracjach-przeciwtradzikowych50-ml-000000000000225470.html,"123,98 zł
/100ml",Kojące,"Hydructor – wnika w głębsze warstwy skóry wiążąc i trwale utrzymując wodę w naskórku, zapewniając skórze odpowiednie nawilżenie oraz komfort.
Kompleks prebiotyczny – stymuluje wzrost ochronne, fizjologicznej mikroflory naskórka zmniejszając nadwrażliwość skóry na czynniki zewnętrzne.
Alantoina – ukierunkowana na kojenie podrażnień, działa łagodząco i regenerująco na naskórek.
Wyciąg z kory wierzby – działa przeciwbakteryjnie i łagodząco na naskórek. Wykazuje działanie antyseptyczne, reguluje proces złuszczania się martwych komórek skóry, zapobiegając powstawaniu nowych niedoskonałości.
Wyciąg z szałwii – działa przeciwbakteryjnie i przeciwtrądzikowo.",5.0
Revox Help Anti Redness,"krem przeciw zaczerwienieniom do twarzy, 30 ml",(2),13.99,19.99,/revox-krem-przeciw-zaczerwienieniom-do-twarzy-30-ml-000000000000436781.html,"46,63 zł
/100ml",Wzmacniające naczynka,"Water / Aqua, Cetearyl Alcohol, Glycerin, Coco-Caprylate/Caprate, Ceteareth-20, Glycol Cetearate, Urea, Aloe Barbadensis Leaf Juice, Chamomilla Recutita (Matricaria) Flower Extract / Chamomilla Recutita Flower Extract, Soybean Oil / Glycine Soja Oil, Caprylic/Capric Triglyceride, Squalane, Provitamin B5 / Panthenol, Propylene Glycol, Vitamin B3 / Niacinamide, Allantoin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Triethanolamine, Phenoxyethanol, Disodium EDTA, Citric Acid, Sodium Benzoate, Potassium Sorbate, Octadecyl Di-t-butyl-4-hydroxyhydrocinnamate, Triacetin.",5.0
Mustela Cicastela,"regenerujący krem dla dzieci, 40 ml",(2),31.99,31.99,/mustela-regenerujacy-krem-dla-dzieci-40-ml-000000000000429509.html,"79,98 zł
/100ml",Regenerujące,"INGREDIENTS : AQUA/WATER/EAU, CAPRYLIC/CAPRIC TRIGLYCERIDE, C10-18 TRIGLYCERIDES, PANTHENOL, GLYCERIN, TRIISOSTEARIN, BUTYROSPERMUM PARKII (SHEA) BUTTER, POLYGLYCERYL-3
DISTEARATE, RICINUS COMMUNIS (CASTOR) SEED OIL, 1,2-HEXANEDIOL, CETEARYL ALCOHOL, POTASSIUM CETYL PHOSPHATE, POLYACRYLATE CROSSPOLYMER-6, ALLANTOIN, GLYCERYL CAPRYLATE,
GLYCERYL STEARATE CITRATE, HYDROGENATED CASTOR OIL, HYDROLYZED HYALURONIC ACID, XANTHAN GUM, COPPER PCA, ZINC PCA, SODIUM HYDROXIDE, PERSEA GRATISSIMA (AVOCADO)
FRUIT EXTRACT, CITRIC ACID.",5.0
La Roche-Posay Cicaplast B5,"kojący balsam regenerujący z SPF50, 40 ml",(11),74.99,74.99,/la-roche-posay-balsam-do-ciala-40ml-000000000000302591.html,"187,48 zł
/100ml",Kojące,"AQUA / WATER • HOMOSALATE • PANTHENOL • ETHYLHEXYL SALICYLATE • BUTYL METHOXYDIBENZOYLMETHANE • OCTOCRYLENE • ALCOHOL DENAT. • BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE • STYRENE/ACRYLATES COPOLYMER • ETHYLHEXYL TRIAZONE • TRIETHANOLAMINE • DIMETHICONE • PHENYLBENZIMIDAZOLE SULFONIC ACID • PEG-8 LAURATE • SORBITAN OLEATE • ZINC GLUCONATE • MADECASSOSIDE • MANGANESE GLUCONATE • ISOHEXADECANE • SODIUM ACRYLATES CROSSPOLYMER-2 • SILICA • 2-OLEAMIDO-1,3-OCTADECANEDIOL • PERLITE • DROMETRIZOLE TRISILOXANE • POLOXAMER 338 • DISODIUM EDTA • COPPER GLUCONATE • CAPRYLYL GLYCOL • POLYSORBATE 80 • ACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE COPOLYMER • ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER • BHT • TOCOPHEROL • PHENOXYETHANOL",4.3
Iwostin Solecrin,"krem BB do twarzy SPF50+, 30 ml",(15),51.99,51.99,/iwostin-krem-bb-do-twarzy-spf50-30-ml-000000000000384776.html,"173,30 zł
/100ml",,"Aqua,Dicaprylyl Carbonate,C12-15 Alkyl Benzoate,Cetearyl Alcohol,Titanium Dioxide,Glycerin,Potassium Cetyl Phosphate,Butyl Methoxydibenzoylmethane,Methylene Bis-Benzotriazolyl Tetramethylbutylphenol [nano],Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine,Caprylic/Capric Triglyceride,Hydrogenated Polydecene,VP/Eicosene Copolymer,Glyceryl Stearate SE,Aluminum Starch Octenylsuccinate,Methyl Methacrylate Crosspolymer,Phenoxyethanol,Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Isononyl Isononanoate,Squalane,Hydroxystearic Acid,Tocopheryl Acetate,Decyl Glucoside,Dimethicone,Disodium EDTA,Polysorbate 60,Ethylhexylglycerin,Laminaria Ochroleuca Extract,Ethylene/Propylene/Styrene Copolymer,Triethoxycaprylylsilane,Sorbitan Oleate,Sorbitan Isostearate,PEG-8,Propylene Glycol,Tocopherol,Xanthan Gum,Ascorbyl Palmitate,BHT,Ethylhexyl Methoxycinnamate,Alumina,Dimethicone,Ascorbic Acid,Citric Acid,Cl 77492,Cl 77491,Cl 77499",4.8
Pharmaceris T Comedo Acne,"krem przeciw zaskórnikom odblokowuje i zwęża pory, 40 ml",(21),56.99,56.99,/pharmaceris-krem-przeciw-zaskornikom-odblokowuje-i-zweza-pory-40-ml-000000000000389535.html,"142,48 zł
/100ml",Seboregulujące,"Aqua (Water), Dicaprylyl Ether, Dibutyl Adipate, Glycerin, Propanediol, Polyacrylamide, Cetyl Alcohol, Glyceryl Stearate, Potassium Azeloyl Diglycinate, Shikimic Acid, Methyl Methacrylate Crosspolymer, Niacinamide, C13-14 Isoparafﬁn, Hydroxyacetophenone, PEG-75 Stearate, Ceteth-20, Steareth-20, Laureth-7, Parfum (Fragrance)",4.4
Tołpa Dermo Face Modelar 50+,"krem modelujący owal twarzy na dzień z SPF15, 40 ml",(10),59.99,59.99,/tolpa-krem-do-twarzy-40ml-000000000000226728.html,"149,98 zł
/100ml","Modelujące,
Nawilżające,
Odbudowujące,
Rozświetlające","Aqua, C12-15 Alkyl Benzoate, Glycerin, Ethylhexyl Methoxycinnamate, Macadamia Ternifolia Seed Oil, Ethylhexyl Palmitate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Butyrospermum Parkii Butter, Citrus Unshiu Peel Extract, Simmondsia Chinensis Seed Oil, Aluminum Starch Octenylsuccinate, Peat Extract, Cetearyl Alcohol, Cetyl Alcohol, Phenoxyethanol, Olus Oil, Hydrolyzed Wheat Protein, Malpighia Glabra Fruit Extract, Argania Spinosa Kernel Extract, Biotin, Ceteareth-20, Disodium EDTA, Carbomer, Sodium Hydroxide, Xanthan Gum, Magnesium Aluminum Silicate, PVP, Sodium Cocoyl Glutamate, Tocopherol, Citric Acid, Sodium Citrate, Parfum, Methylpropanediol, Caprylyl Glycol, Chlorphenesin, Potassium Sorbate, Sodium Benzoate, Benzoic Acid, Tin Oxide, CI 77019, CI 77891.",3.8
Dermedic Melumin,"ochronny krem rozjaśniający do twarzy z SPF50+, 50 ml",,59.99,89.99,/dermedic-ochronny-krem-rozjasniajacy-do-twarzy-z-spf50-50-ml-000000000000432878.html,"119,98 zł
/100ml","Przeciwzmarszczkowe,
Regenerujące","Ingredients: Aqua, Niacinamide, Polyglyceryl-6 Stearate, Polyglyceryl-6 Behenate, Cetearyl Alcohol, Ethylhexyl Salicylate, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Homosalate, Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (nano), Decyl Glucoside, Propylene Glycol, Xanthan Gum, 1,2-Hexanediol, C12-15 Alkyl Benzoate, Hydrogenated Polydecene, Glyceryl Stearate, Cyclohexasiloxane, Polyacrylamide, C13-14 Isoparaffin, Laureth-7, Titanium Dioxide (nano), Polyhydroxystearic Acid, Alumina, Dimethicone, Arctostaphylos Uva Ursi Leaf Extract, Citric Acid, Glycerin, Balanites Roxburghii Seed Oil, Sodium Ascorbyl Phosphate, Phosphatidylcholine, Cholesterol, Ascorbyl Palmitate, Thioctic Acid, Disodium EDTA, Cetrimonium Chloride, Sodium Stearoyl Glutamate, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Tocopheryl Acetate, PEG-8, Tocopherol, Ascorbic Acid, Aluminum Starch Octenylsuccinate, Parfum, Phenoxyethanol, Ethylhexylglycerin, Iodopropynyl Butylcarbamate, Dehydroacetic Acid, Benzyl Alcohol, Sodium Benzoate, Potassium Sorbate.",5.0
Nivea Cellular Luminous 630,"krem do twarzy przeciw przebarwieniom na noc, 50 ml",(3),62.99,86.99,/nivea-krem-do-twarzy-przeciw-przebarwieniom-na-noc-50-ml-000000000000406885.html,"125,98 zł
/100ml",Przeciwzmarszczkowe,"Aqua, Glycerin, Isopropyl Palmitate, Caprylic/Capric Triglyceride, Methylpropanediol, Cocoglycerides, Cetearyl Alcohol, Cetyl Palmitate, Distarch Phosphate, Glyceryl Stearate, Dimethicone, Butyrospermum Parkii Butter, Isobutylamido Thiazolyl Resorcinol, Sodium Hyaluronate, Creatine, 1-Methylhydantoin-2-Imide, Ethylhexylglycerin, Sodium Stearoyl Glutamate, Carrageenan, Xanthan Gum, Sodium Chloride, Trisodium EDTA, Sodium Hydroxide, Phenoxyethanol, Parfum",5.0
Ziaja med,"krem wyciszający rumień do twarzy, 50 ml",(8),21.99,21.99,/ziaja-med-krem-wyciszajacy-rumien-do-twarzy-50-ml-000000000000249918.html,"43,98 zł
/100ml",Kojące,"Aqua (Water),Isononyl Isononanoate,Octocrylene,C12-15 Alkyl Benzoate,Glycerin,Panthenol,Butyl Methoxydibenzoylmethane,Dimethicone,Glyceryl,Stearate Citrate,Methylene Bis-Benzotriazolyl Tetramethylbutylphenol (nano),Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,Isohexadecane,Polysorbate 80,Butyrospermum Parkii (Shea Butter),Caprylic/Capric Triglyceride,Aster Maritima/Tripolium Extract,Cetearyl Alcohol,Glyceryl Stearate,Hydrogenated Coco-Glycerides,Olea Europaea (Olive) Fruit Oil,Steareth-2,Allantoin,Hesperidin Methyl Chalcone,Steareth-20,Dipeptide-2,Palmitoyl Tetrapeptide-7,Tocopheryl Acetate,Methylparaben,Diazolidinyl Urea",5.0
Nacomi Baby,"nawilżający krem do twarzy, 50 ml",(13),12.59,19.99,/nacomi-nawilzajacy-krem-do-twarzy-50-ml-000000000000385648.html,"25,18 zł
/100ml",Nawilżające,"Ingredients/Składniki (INCI): Aqua, Glycerin, Butyrospermum Parkii Butter, Prunus Amygdalus Dulcis Oil, Persea Gratissima Oil, Cetyl Alcohol, Cetearyl Alcohol, Glyceryl Stearate, Panthenol, Shorea Stenoptera Seed Butter, Hydrogenated Farnesene, Olea Europaea Fruit Oil, Stearic Acid, Hydrolyzed Rice Protein, Niacinamide, Avena Sativa Kernel Extract, Citrus Aurantium Amara Flower Extract, Jasminum Officinale Flower Extract, Lavandula Angustifolia Flower Extract, Paeonia Officinalis Flower Extract, Prunus Serrulata Flower Extract, Sambucus Nigra Flower Extract, Glycine Soja Oil, Rosa Damascena Flower Oil, Helianthus Annuus Seed Oil, Phytosterols, Sodium Lauroyl Glutamate, Tocopheryl Acetate, Ascorbyl Palmitate, Sorbitan Oleate, Dehydroacetic Acid, Citric Acid, Parfum, Sodium Benzoate, Potassium Sorbate, Benzyl Alcohol.",5.0
iUNIK Centella,"kojący krem do twarzy z wąkrotką azjatycką, 60 ml",,69.9,69.9,/iunik-kojacy-krem-do-twarzy-z-wakrotka-azjatycka-60-ml-54532306.html,"116,45 zł
/100ml",Kojące,"Centella Asiatica Leaf Water, Melaleuca Alternifolia (Tea Tree) Leaf Water, Butylene Glycol, Water, Niacinamide, Phenyl Trimethicone, Cyclopentasiloxane, Cyclohexasiloxane, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Arginine, 1,2-Hexanediol, Sodium Hyaluronate, C12-14 Pareth-12, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethicone Crosspolymer, Caprylyl Glycol, Brassica Oleracea Italica (Broccoli) Extract, Medicago Sativa (Alfalfa) Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Triticum Vulgare (Wheat) Germ Extract, Brassica Campestris (Rapeseed) Extract, Raphanus Sativus (Radish) Seed Extract, Allantoin, Centella Asiatica Extract, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Adenosine, Ethylhexylglycerin, Dipotassium Glycyrrhizate, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Pentylene Glycol, Aspalathus Linearis Extract, Glycyrrhiza Glabra (Licorice) Root Extra",
Feel Free Nawilżanie,"nawilżający krem do twarzy na dzień, 50 ml",(73),17.49,24.99,/feel-free-nawilzajacy-krem-do-twarzy-na-dzien-50-ml-000000000000312607.html,"34,98 zł
/100ml",Nawilżające,"Aqua, Aloe barbadensis Leaf Juice*, Isoamyl Cocoate, Coco-Caprylate/Caprate, Caprylic/capric Triglyceride, Olea Europaea Fruit Oil*, Glycerin, Polyglyceryl-3 Dicitrate/Stearate, Glyceryl Stearate, Persea Gratissima Oil*, Stearyl Alcohol, Argania Spinosa Kernel Oil*, Calendula Offinaclis Flower Extract, Pyrus Malus Fruit Extract, Punica Granatum Seed Oil*, Chamomilla Recutita Flower Extract*, Tocopherol, Potassium Sorbate, Sodium Benzoate, Benzyl Alcohol, Beta-sitosterol, Citric Acid, Dehydroacetic Acid, Xantham Gum, Parfum, Citral, Geraniol, Limonene, Linalool. *Składniki z upraw naturalnych.",4.200000000000001
Yasumi,"krem głęboko nawilżający do twarzy, 50 ml",(8),65.79,93.99,/yasumi-krem-gleboko-nawilzajacy-do-twarzy-50-ml-000000000000384082.html,"131,58 zł
/100ml","Nawilżające,
Regenerujące,
Wygładzające","AQUA, OCTYLDODECANOL, DECYL OLEATE, GLYCOL STEARATE, CETEARYL ALCOHOL, GLYCERYL STEARATE, CETEARETH-20, PROPYLENE GLYCOL, TRITICUM VULGARE GERM OIL, LITHOTAMNION CALCAREUM EXTRACT, LAMINARIA DIGITATA EXTRACT, CHONDRUS CRISPUS EXTRACT, SOLUBLE COLLAGEN, SODIUM PCA, TOCOPHERYL ACETATE, TOCOPHEROL, POLYACRYLAMIDE, CAPRYLYL GLYCOL, DIMETHICONE, HYDROGENATED PALM GLYCERIDES CITRATE, CETEARETH-12, C13-14 ISOPARAFFIN, LAURETH-7, CITRIC ACID, SODIUM CITRATE, DISODIUM EDTA, TRIETHANOLAMINE, DEHYDROACETIC ACID, SODIUM BENZOATE, BENZYL ALCOHOL, CHLORPHENESIN, PHENOXYETHANOL, ALCOHOL DENAT., PARFUM, BENZYL SALICYLATE, CI 19140, CI 14700.",4.7
